houseValue,income,houseAge,rooms,bedrooms,population,households,latitude,longitude
326400,5.6407000,39,1295,239,566,242,37.4700000,-122.1500000
379600,5.6234000,42,1995,412,794,374,37.4600000,-122.1500000
417800,6.2270000,45,2068,348,844,366,37.4600000,-122.1600000
412500,7.6129000,50,196,41,76,42,37.4500000,-122.1600000
410200,4.2667000,32,2663,661,1403,733,37.4600000,-122.1600000
500001,9.4590000,47,2312,332,1044,282,37.4600000,-122.1700000
500001,4.1985000,34,5419,1183,2002,1138,37.4600000,-122.1900000
500001,4.4531000,33,1828,396,766,378,37.4500000,-122.1700000
500001,5.1995000,35,1025,242,388,232,37.4500000,-122.1700000
460200,4.4688000,43,2061,437,817,385,37.4500000,-122.1800000
394300,4.0000000,37,5257,1360,2128,1264,37.4500000,-122.1800000
464600,5.1032000,18,1636,414,853,439,37.4500000,-122.1900000
500001,8.2436000,44,2237,347,948,346,37.4400000,-122.1800000
500001,9.3198000,38,3383,456,1203,465,37.4400000,-122.1900000
500001,8.9955000,39,4402,618,1616,631,37.4400000,-122.1900000
500001,7.3681000,38,3626,528,1350,532,37.4300000,-122.2000000
500001,4.6908000,35,1140,193,486,199,37.4400000,-122.2100000
444500,5.2421000,40,2223,412,1050,417,37.4300000,-122.2000000
472800,6.6136000,39,2392,420,937,406,37.4300000,-122.1900000
500001,5.2391000,22,3294,744,1337,655,37.4300000,-122.2000000
500001,8.6963000,33,1606,254,727,271,37.4300000,-122.2100000
500001,5.7211000,23,5741,1012,1843,888,37.4300000,-122.2100000
500001,7.4542000,16,1945,320,512,300,37.4200000,-122.2300000
500001,8.4375000,47,932,167,295,116,37.4200000,-122.1900000
500001,9.7796000,20,975,134,324,146,37.4300000,-122.2100000
500001,11.9666000,28,564,72,191,79,37.4200000,-122.2100000
500001,8.2782000,37,1296,194,540,192,37.4000000,-122.2000000
500001,10.0481000,30,2612,338,980,324,37.4000000,-122.2000000
500001,11.3176000,28,4518,578,1489,559,37.3800000,-122.2100000
500001,13.2986000,17,3095,442,1173,424,37.3500000,-122.2000000
500001,8.2883000,34,1476,217,613,223,37.3700000,-122.2100000
350000,5.1831000,26,440,202,322,218,37.3700000,-122.2200000
500001,8.7382000,34,1559,243,600,242,37.3600000,-122.2200000
500001,15.0001000,32,2297,287,814,283,37.4000000,-122.2200000
500001,10.2811000,34,2999,365,927,369,37.4500000,-122.2500000
500001,6.3824000,41,830,136,353,153,37.4500000,-122.2700000
500001,7.6520000,36,2410,361,934,377,37.4300000,-122.2400000
500001,15.0001000,33,1601,223,629,215,37.4300000,-122.2700000
500001,10.6514000,33,370,42,153,53,37.3900000,-122.2500000
500001,7.8633000,28,1103,164,415,154,37.3800000,-122.2600000
500001,10.6868000,30,6373,854,2149,798,37.4100000,-122.2900000
411300,5.6286000,23,949,151,399,149,37.5100000,-122.4600000
334600,4.8750000,18,2297,416,1086,381,37.5000000,-122.4700000
319200,3.1937000,25,950,259,404,195,37.5000000,-122.4700000
318500,4.7578000,22,1564,278,761,270,37.5100000,-122.4800000
364300,6.7606000,15,4974,764,2222,774,37.5100000,-122.4700000
345100,5.9919000,16,7077,1179,3502,1148,37.5200000,-122.4400000
331100,6.1896000,19,4768,807,2199,805,37.5000000,-122.5300000
368000,6.3256000,15,3456,545,1527,535,37.5400000,-122.4900000
355800,7.2929000,17,1574,262,672,241,37.5300000,-122.5100000
371800,8.2364000,11,749,137,355,124,37.5100000,-122.5000000
500000,4.5625000,21,1209,309,801,259,37.5000000,-122.4900000
354300,4.8405000,17,11999,2249,5467,1989,37.4300000,-122.4300000
500001,7.4390000,21,1799,293,576,277,37.4600000,-122.3400000
456300,7.7773000,33,1054,209,400,161,37.3400000,-122.3800000
500001,6.2263000,52,573,102,232,92,37.3900000,-122.3300000
277700,5.3951000,37,2607,534,1346,507,37.3200000,-122.2700000
319400,5.1002000,30,2762,593,1581,502,37.2400000,-122.2700000
286100,3.3047000,52,1746,315,941,220,37.1800000,-122.3800000
295300,2.4717000,24,5652,1313,2312,1294,34.4400000,-119.7700000
450000,4.2109000,9,1830,353,1515,220,34.4500000,-119.7800000
348700,5.8635000,24,2746,433,1076,380,34.4500000,-119.7900000
395000,4.1375000,26,3578,677,1504,618,34.4500000,-119.7500000
327300,1.8432000,28,1080,298,524,251,34.4400000,-119.7500000
290900,2.4701000,28,1985,582,1092,548,34.4400000,-119.7600000
263800,5.5073000,6,2864,642,1404,603,34.4500000,-119.7500000
500001,7.9248000,21,2377,322,1007,328,34.4800000,-119.7800000
438400,5.9522000,26,3563,579,1479,575,34.5000000,-119.7500000
500001,6.4744000,23,2077,306,705,256,34.4500000,-119.7800000
357500,3.1364000,38,1729,394,801,395,34.4400000,-119.7300000
340400,4.5278000,35,2703,654,1383,631,34.4300000,-119.7300000
294500,3.4047000,26,4257,1031,1861,950,34.4400000,-119.7400000
279500,2.5139000,30,2491,656,1091,576,34.4300000,-119.7200000
275000,2.5694000,27,984,299,777,313,34.4300000,-119.7200000
357400,3.6719000,46,1332,329,746,310,34.4300000,-119.7200000
320600,2.6014000,36,1156,309,521,304,34.4300000,-119.7200000
243800,2.3454000,33,1028,377,753,356,34.4300000,-119.7200000
255000,2.1974000,18,1170,372,681,346,34.4300000,-119.7100000
267000,3.1563000,31,1643,499,1253,499,34.4200000,-119.7100000
279200,2.6429000,47,1572,417,790,384,34.4300000,-119.7100000
500001,6.3997000,50,3265,509,1256,443,34.4400000,-119.7200000
443000,4.1316000,52,1837,343,711,355,34.4400000,-119.7100000
418400,5.1545000,37,1462,306,678,322,34.4300000,-119.7000000
458600,3.5213000,48,2408,536,1005,497,34.4300000,-119.7100000
320600,2.6875000,39,1486,467,758,409,34.4300000,-119.7000000
300000,2.1250000,52,977,289,412,272,34.4300000,-119.7000000
500001,7.7261000,32,3725,569,1304,527,34.4700000,-119.7000000
381800,5.8411000,34,3262,533,1265,502,34.4700000,-119.7200000
384400,5.5922000,35,2183,363,988,351,34.4500000,-119.7100000
376000,5.3184000,41,2220,367,927,355,34.4400000,-119.7100000
293800,4.7000000,43,1781,342,663,358,34.4400000,-119.7200000
289900,3.8819000,39,1489,304,700,268,34.4400000,-119.7200000
351100,4.8021000,48,2114,390,973,367,34.4400000,-119.7300000
415600,6.7449000,44,2261,328,763,294,34.4500000,-119.7300000
353000,2.8000000,27,1251,282,503,283,34.4400000,-119.7400000
383100,6.0597000,29,2526,388,1092,409,34.4500000,-119.7400000
500001,6.8406000,41,1989,271,666,269,34.4400000,-119.6900000
443600,4.1490000,44,2440,485,1011,442,34.4300000,-119.6900000
318800,2.6205000,35,1402,369,654,385,34.4300000,-119.7000000
280600,2.8750000,43,1257,311,671,263,34.4300000,-119.6900000
387700,5.8311000,37,2801,497,1150,476,34.4300000,-119.6900000
500001,8.7394000,23,2600,398,917,374,34.4400000,-119.6800000
500001,4.9757000,35,2700,422,1995,383,34.4700000,-119.6700000
500001,6.5631000,26,2790,413,1014,397,34.4400000,-119.6600000
500001,3.8456000,27,5509,1059,2591,979,34.4300000,-119.6600000
463800,5.2888000,32,3202,537,1316,538,34.4400000,-119.6700000
228100,2.5104000,30,1273,343,1082,325,34.4300000,-119.6900000
236000,2.9896000,33,1961,462,1693,445,34.4300000,-119.6800000
251200,3.5208000,49,1785,386,1267,380,34.4300000,-119.6800000
364300,3.1625000,28,1814,526,849,420,34.3800000,-119.6700000
236800,2.7070000,38,1452,354,1139,340,34.4200000,-119.6800000
241400,2.3681000,39,1467,381,1404,374,34.4300000,-119.6700000
246700,2.0643000,37,1673,444,1477,446,34.4200000,-119.6700000
232600,2.5947000,23,1333,393,1369,381,34.4200000,-119.6700000
293800,2.3750000,52,1364,460,804,400,34.4300000,-119.7000000
350000,1.4722000,52,329,109,291,102,34.4200000,-119.7000000
362500,3.1667000,41,725,239,582,214,34.4200000,-119.7000000
253600,1.2762000,17,1826,544,1325,532,34.4200000,-119.6900000
258300,2.5978000,52,302,112,392,114,34.4200000,-119.6900000
237500,1.4851000,52,1838,692,851,576,34.4200000,-119.7100000
246900,2.9250000,49,1560,436,1041,411,34.4200000,-119.7100000
259100,2.1600000,39,1172,322,606,316,34.4200000,-119.7100000
258300,2.2097000,50,840,279,488,270,34.4200000,-119.7100000
247900,2.6750000,43,1802,557,1490,538,34.4200000,-119.7000000
226500,2.2069000,52,1526,458,1633,449,34.4100000,-119.7000000
264700,3.5905000,37,1635,427,1027,408,34.4200000,-119.7200000
250000,2.6019000,31,1524,383,1257,398,34.4200000,-119.7200000
260100,2.6983000,49,1610,370,961,351,34.4200000,-119.7200000
261000,4.0125000,52,1759,387,980,402,34.4200000,-119.7200000
252900,4.1062000,52,1411,324,1091,306,34.4200000,-119.7100000
230800,2.5506000,23,2068,658,1898,570,34.4200000,-119.7100000
231800,2.6538000,31,1034,319,997,308,34.4100000,-119.7100000
335200,4.3750000,20,1648,319,905,307,34.3500000,-119.7300000
364000,4.1842000,34,1706,276,628,243,34.3600000,-119.7100000
336400,4.7411000,35,1604,334,904,337,34.3600000,-119.7000000
326800,4.2283000,36,1846,358,748,329,34.4000000,-119.7100000
312500,3.0938000,25,1858,493,865,460,34.4000000,-119.7000000
341800,4.3214000,35,871,145,354,154,34.4100000,-119.7200000
395100,4.0451000,27,3782,771,1742,751,34.4000000,-119.7100000
255000,3.6823000,18,1225,317,694,306,34.4100000,-119.7100000
226500,2.6607000,19,1215,360,1349,423,34.4100000,-119.7000000
236100,2.8042000,19,2086,575,1701,530,34.4100000,-119.7000000
281300,2.2500000,39,1383,459,677,362,34.3800000,-119.6900000
500000,2.6103000,44,1208,357,603,297,34.4100000,-119.6900000
283200,3.3776000,23,2982,837,1317,787,34.4300000,-119.7500000
340400,5.0434000,26,3119,562,1459,562,34.4300000,-119.7400000
500001,6.8927000,31,1997,299,826,301,34.4000000,-119.7500000
261000,2.3030000,27,1448,404,978,338,34.4300000,-119.7300000
413900,5.3279000,23,1364,227,638,238,34.4200000,-119.7300000
392800,5.4127000,25,2024,312,907,335,34.4200000,-119.7300000
335300,4.9044000,35,1853,375,878,338,34.4100000,-119.7200000
346200,5.5959000,30,2365,417,1053,409,34.4100000,-119.7400000
350000,4.4375000,29,1769,297,703,269,34.4100000,-119.7300000
335000,3.2895000,26,1648,378,954,405,34.4100000,-119.7200000
329400,5.0000000,34,1664,292,705,257,34.3500000,-119.7400000
322600,5.3450000,32,1479,287,830,288,34.3800000,-119.7400000
500001,8.5608000,42,1765,263,753,260,34.4200000,-119.6300000
500001,5.6230000,34,3045,570,1002,488,34.4300000,-119.6400000
500001,6.0069000,29,3865,814,1266,613,34.4000000,-119.6300000
500001,4.6250000,32,1872,318,749,296,34.4300000,-119.6400000
500001,5.3963000,33,3597,519,1207,479,34.4500000,-119.6100000
500001,9.4522000,37,3188,442,984,376,34.4400000,-119.6300000
500001,9.0267000,16,2665,391,794,311,34.4300000,-119.6100000
297400,3.9659000,8,1705,400,886,391,34.4100000,-119.5300000
279700,4.8060000,20,4489,800,2867,765,34.4100000,-119.5200000
301300,5.2039000,24,3422,596,1763,601,34.4000000,-119.5100000
314300,2.0625000,15,1112,256,411,245,34.4000000,-119.5100000
250000,2.6397000,23,1414,365,889,345,34.3900000,-119.5200000
346000,3.2330000,32,1921,394,951,334,34.3900000,-119.5100000
251000,3.2125000,20,1834,477,1305,417,34.4000000,-119.5200000
300000,2.7864000,22,2323,727,1301,478,34.3800000,-119.5300000
248700,3.1389000,14,1671,383,1079,365,34.4000000,-119.5300000
500001,6.0910000,28,3506,563,1362,483,34.4600000,-119.5100000
500001,2.7275000,17,1951,368,681,350,34.3800000,-119.5500000
425000,5.7590000,22,2512,426,919,341,34.3800000,-119.5700000
500001,4.2059000,28,2718,542,1066,442,34.4300000,-119.5900000
335000,3.6969000,35,622,170,278,139,34.3900000,-119.5900000
500001,11.7794000,39,308,38,59,21,34.3500000,-119.5000000
230600,3.9224000,17,4617,982,2303,923,34.3900000,-119.4900000
62100,2.4583000,35,2469,553,1168,427,34.7700000,-119.7200000
400000,3.7958000,17,2074,382,1035,359,34.7500000,-120.1800000
230800,3.2569000,14,1289,277,693,237,34.7200000,-120.2700000
226400,3.1912000,25,1337,219,671,225,34.6200000,-120.1800000
227900,4.4519000,14,2647,515,1487,488,34.6300000,-120.2000000
215200,3.8582000,15,2958,690,1348,617,34.6100000,-120.2000000
394900,5.5221000,11,2137,339,916,338,34.6300000,-120.1300000
290900,5.5106000,10,2426,426,966,419,34.6000000,-120.1200000
243100,2.9479000,22,2136,465,1143,409,34.6000000,-120.1400000
500001,3.0185000,17,921,189,434,219,34.6100000,-120.1600000
309800,2.5743000,9,2536,499,832,385,34.5900000,-120.1400000
259800,4.2026000,24,1601,282,731,285,34.5900000,-120.1400000
500001,6.6054000,13,3942,585,1542,515,34.7200000,-120.0400000
289400,5.3154000,18,1348,238,631,247,34.6600000,-120.1100000
375000,4.2222000,18,2375,429,1048,369,34.6400000,-120.0800000
272300,4.6554000,11,3478,588,1693,582,34.6200000,-120.0800000
367000,5.5194000,18,2708,382,988,359,34.6200000,-120.0900000
440000,6.2094000,16,2943,394,959,359,34.6200000,-120.1100000
84400,2.8906000,11,586,125,317,74,34.6100000,-120.0900000
390200,5.1909000,24,1874,319,820,315,34.5900000,-120.0800000
292900,3.9375000,30,2992,609,1288,465,34.5400000,-120.0100000
226800,5.2990000,12,3189,463,1200,442,34.9100000,-120.4400000
150000,2.5600000,16,712,147,355,162,34.9100000,-120.4500000
120100,3.0559000,20,3842,630,2490,662,34.9000000,-120.4800000
269700,5.7306000,15,2143,286,929,315,34.8800000,-120.4500000
275100,6.7694000,9,3124,415,1169,407,34.8800000,-120.4400000
328700,7.5696000,4,1533,221,545,191,34.8700000,-120.4500000
194000,5.0380000,13,2312,352,1084,388,34.8700000,-120.4400000
114800,2.2791000,23,3415,778,1492,633,34.8600000,-120.4500000
275000,2.0508000,11,1633,348,504,327,34.8600000,-120.4000000
157900,4.8185000,26,2384,385,1323,400,34.8500000,-120.4000000
158000,4.3750000,15,978,187,407,182,34.8600000,-120.4100000
168100,4.3125000,17,3172,506,1538,473,34.8600000,-120.4300000
141500,3.8203000,17,1932,347,874,312,34.8600000,-120.4300000
326800,4.7813000,17,2649,386,1057,362,34.9000000,-120.3700000
341200,3.9375000,24,2590,404,1093,338,34.8700000,-120.3300000
212700,3.2135000,4,6986,1217,2801,1212,34.9100000,-120.4200000
144700,3.5391000,27,2019,354,1029,346,34.9000000,-120.4300000
164000,4.1058000,30,2388,393,1117,375,34.9000000,-120.4300000
165500,3.5288000,8,3119,620,1159,544,34.8800000,-120.4100000
162500,5.0099000,24,2020,307,855,283,34.8900000,-120.4200000
158000,5.0286000,30,1979,342,999,320,34.8900000,-120.4300000
158200,4.6694000,28,2862,478,1384,463,34.8900000,-120.4300000
158600,5.0113000,22,2580,381,1149,372,34.8800000,-120.4300000
195700,4.8359000,18,2505,376,1162,382,34.8700000,-120.4200000
193000,4.6648000,21,2131,329,1094,353,34.8700000,-120.4300000
157700,3.9871000,26,1699,272,799,266,34.8700000,-120.4300000
201700,5.0639000,4,3680,559,1678,569,34.8800000,-120.4100000
199600,4.9766000,10,2197,329,1064,319,34.8700000,-120.4000000
158900,5.0620000,32,1997,317,866,281,34.8700000,-120.4100000
193600,4.9028000,15,1534,251,761,240,34.8700000,-120.4100000
131500,1.7431000,52,1391,287,632,276,34.9500000,-120.4200000
146700,3.1078000,33,3404,711,1579,639,34.9500000,-120.4200000
136100,2.3506000,50,1966,413,985,403,34.9500000,-120.4300000
181800,3.6815000,43,2020,344,692,310,34.9500000,-120.4300000
133700,2.7188000,32,2844,551,1337,516,34.9400000,-120.4200000
186500,2.8649000,4,2866,648,1311,578,34.9300000,-120.4300000
218300,3.2850000,10,2980,585,1593,562,34.9300000,-120.4300000
128600,3.6639000,21,2725,514,1466,488,34.9800000,-120.4300000
130100,4.0125000,28,1433,270,1001,278,34.9700000,-120.4300000
160700,4.4342000,20,1678,307,840,316,34.9600000,-120.4200000
162900,4.8155000,24,2739,414,1171,413,34.9600000,-120.4300000
136900,2.0673000,24,1799,470,1416,408,34.9600000,-120.4300000
151400,3.6212000,31,3518,608,1386,572,34.9600000,-120.4200000
132000,2.2120000,19,2298,511,1246,513,34.9600000,-120.4200000
130800,1.0349000,19,2350,631,1291,515,34.9600000,-120.4300000
139800,4.1250000,18,1932,350,1071,346,34.9700000,-120.4200000
148300,4.2125000,16,2299,403,1245,395,34.9600000,-120.4100000
149800,4.5066000,14,2069,343,1240,338,34.9600000,-120.4200000
226800,4.0431000,9,2813,492,1144,490,34.9600000,-120.3800000
152500,4.6500000,21,1774,263,724,237,34.9600000,-120.4100000
190100,4.5536000,9,2712,428,1116,415,34.9600000,-120.4100000
261000,5.0206000,8,1885,286,835,290,34.9500000,-120.4000000
137300,3.0723000,6,5762,1115,2551,919,34.9800000,-120.4700000
110300,1.7941000,22,1619,360,1509,384,34.9700000,-120.4400000
113700,3.7589000,26,1705,344,1605,307,34.9700000,-120.4400000
129300,3.0368000,25,1920,380,1434,388,34.9700000,-120.4500000
131300,3.7679000,10,1897,354,1353,357,34.9700000,-120.4500000
108300,2.6531000,29,2374,562,1617,463,34.9600000,-120.4400000
112500,3.4722000,30,1685,315,1290,368,34.9600000,-120.4400000
117600,4.0603000,21,2121,445,2211,463,34.9600000,-120.4500000
129200,2.5556000,11,1299,280,1158,223,34.9600000,-120.4500000
113300,1.8990000,39,1228,379,851,341,34.9600000,-120.4400000
104200,2.9167000,34,1248,284,986,272,34.9600000,-120.4400000
121400,2.8750000,26,1949,396,1575,377,34.9600000,-120.4500000
90200,1.8625000,32,1574,447,1772,463,34.9500000,-120.4500000
147200,3.1576000,24,2481,476,1101,474,34.9400000,-120.4400000
109400,1.8633000,17,1368,308,642,303,34.9400000,-120.4700000
87500,2.0995000,15,868,244,1133,253,34.9300000,-120.4400000
67500,2.1509000,16,2098,558,1252,492,34.9300000,-120.4400000
106400,2.2743000,38,3004,794,2601,747,34.9500000,-120.4400000
98500,2.3750000,10,2207,644,2232,543,34.9500000,-120.4500000
122700,1.6875000,29,1877,516,1634,492,34.9400000,-120.4400000
162500,2.2538000,7,1479,532,1057,459,34.9500000,-120.4500000
120600,3.6422000,26,1058,232,891,243,34.9400000,-120.4500000
115500,2.4091000,24,1702,447,1240,417,34.9400000,-120.4500000
97800,1.8185000,23,1353,345,1322,336,34.9700000,-120.5400000
83200,2.5809000,27,1401,294,1306,286,34.9600000,-120.5700000
89100,2.1776000,38,1145,297,1107,296,34.9600000,-120.5700000
86100,2.4318000,5,2090,469,1911,482,34.9700000,-120.6400000
73800,2.1094000,44,711,140,384,116,34.9100000,-120.6000000
28300,2.7377000,29,17738,3114,12427,2826,34.7000000,-120.5900000
136400,4.3162000,26,3069,518,1524,539,34.7000000,-120.4800000
118800,2.0161000,11,562,164,504,147,34.6400000,-120.4600000
117500,1.6488000,22,1298,358,1272,363,34.6500000,-120.4600000
129400,1.9444000,26,2364,604,1520,529,34.6400000,-120.4600000
120400,3.0710000,8,2482,586,1427,540,34.6400000,-120.4700000
128100,2.4583000,31,1438,320,816,270,34.6500000,-120.4700000
83300,0.8106000,16,686,217,614,200,34.6400000,-120.4600000
163400,4.6023000,8,787,126,446,133,34.6400000,-120.4400000
134600,3.8512000,30,2330,422,1255,449,34.6400000,-120.4500000
135400,3.0352000,27,2696,622,1322,543,34.6400000,-120.4500000
111500,2.0865000,40,1051,235,574,201,34.6400000,-120.4500000
103300,2.0819000,10,2143,593,1167,548,34.6500000,-120.4600000
109300,2.5966000,14,885,223,533,224,34.6500000,-120.4600000
130200,2.3333000,32,2193,430,1074,377,34.6500000,-120.4700000
150700,4.2875000,16,2549,428,1486,432,34.6500000,-120.4700000
134700,3.3203000,27,2253,382,1197,384,34.6500000,-120.4500000
134000,1.9750000,30,2265,512,1402,471,34.6500000,-120.4400000
135300,1.9257000,27,2215,578,1544,527,34.6500000,-120.4500000
131600,3.1442000,21,1182,243,733,251,34.6500000,-120.4500000
87500,2.0000000,25,980,276,896,245,34.6500000,-120.4500000
146600,2.9271000,48,1408,301,682,279,34.6300000,-120.4600000
148000,2.3804000,37,1697,334,740,272,34.6400000,-120.4600000
138000,3.4063000,16,1912,406,1009,417,34.6400000,-120.4700000
112500,3.2167000,17,1226,277,484,224,34.6400000,-120.4500000
150000,3.7778000,34,2571,499,1105,451,34.6400000,-120.4500000
172400,4.5486000,32,1840,309,828,333,34.6300000,-120.4500000
142400,4.5417000,22,3231,549,1739,581,34.6600000,-120.4400000
198300,4.7875000,7,3329,504,1462,452,34.6600000,-120.4500000
135200,3.0081000,5,2904,702,1302,618,34.6600000,-120.4600000
166600,4.9237000,4,3376,525,1684,535,34.6600000,-120.4700000
239300,2.5667000,40,2162,395,1010,332,34.5200000,-120.3900000
172600,4.1563000,4,1897,331,915,336,34.6600000,-120.4800000
134400,4.4628000,26,1933,316,1001,319,34.6500000,-120.4800000
180100,4.9286000,25,2445,368,983,363,34.6300000,-120.4500000
142200,3.7917000,23,2441,463,1392,434,34.6300000,-120.4700000
223100,5.3765000,15,2185,386,827,336,34.7400000,-120.4600000
249300,6.4678000,21,1868,268,522,255,34.7100000,-120.4500000
207200,4.9292000,17,2830,430,1035,416,34.7100000,-120.4600000
152700,4.4595000,24,2387,385,1051,382,34.7000000,-120.4700000
183800,5.6177000,21,2535,383,1012,368,34.7100000,-120.4700000
290600,4.7946000,18,1868,315,747,265,34.6900000,-120.3700000
125800,3.8700000,26,2353,389,1420,389,34.7000000,-120.4300000
128300,3.6023000,33,2054,373,1067,358,34.6900000,-120.4300000
307400,6.2685000,6,2187,277,697,273,34.6800000,-120.4400000
225000,1.1790000,23,1450,642,1258,607,34.4200000,-119.8600000
216700,2.2647000,25,2741,623,2272,624,34.4000000,-119.8800000
37500,2.1652000,14,2307,650,5723,615,34.4000000,-119.8500000
229500,3.3026000,14,2472,685,1292,621,34.4300000,-119.8800000
282500,4.4777000,16,1734,365,962,391,34.4300000,-119.8800000
223100,3.7500000,16,2206,541,1227,554,34.4300000,-119.8800000
312200,3.6304000,22,2367,492,1333,488,34.4200000,-119.8800000
268800,6.0992000,24,2001,365,1170,330,34.4000000,-119.9100000
280900,5.4197000,24,2168,373,934,366,34.4500000,-119.8300000
274300,4.2404000,28,977,162,537,159,34.4400000,-119.8400000
331200,6.3654000,26,4424,616,1839,601,34.4500000,-119.8400000
276800,6.0256000,28,1765,301,1173,297,34.4400000,-119.8500000
432200,7.4734000,26,4382,618,1728,587,34.4700000,-119.8100000
384400,7.1687000,22,3488,452,1479,458,34.4600000,-119.8100000
348200,6.2987000,23,1915,277,724,267,34.4800000,-119.8500000
261400,5.5954000,27,4724,793,2394,738,34.4400000,-119.8800000
268300,5.5184000,25,2786,470,1669,462,34.4400000,-119.8900000
271200,5.0767000,25,3160,507,1514,523,34.4400000,-119.8900000
402600,6.0321000,17,2143,324,1073,330,34.4400000,-119.9200000
425000,3.8056000,21,1241,248,746,211,34.4700000,-120.0500000
316700,1.5071000,28,1062,309,1058,305,34.3800000,-119.8600000
325000,1.2400000,24,1576,580,1630,531,34.4100000,-119.8600000
187500,2.1471000,26,1626,375,1580,359,34.3800000,-119.8600000
334000,6.5173000,24,3678,567,1554,570,34.4500000,-119.8100000
288900,4.6806000,23,3172,588,1467,559,34.4400000,-119.8100000
333800,6.7247000,24,3592,533,1683,528,34.4500000,-119.8200000
198400,3.0875000,26,1739,402,599,368,34.4400000,-119.8300000
295400,4.8750000,22,2239,475,1016,434,34.4400000,-119.8200000
206300,3.2115000,14,961,305,662,286,34.4400000,-119.8100000
112500,3.0773000,15,1482,345,669,379,34.4300000,-119.8200000
150000,3.6034000,16,1414,463,793,439,34.4400000,-119.8200000
228200,2.7689000,28,1992,531,1622,509,34.4400000,-119.8200000
260000,2.1389000,35,796,281,567,257,34.4400000,-119.8300000
205000,2.1417000,31,798,346,699,301,34.4300000,-119.8300000
342500,5.1271000,22,2552,443,1066,424,34.4300000,-119.7700000
500001,9.7821000,28,3318,441,1604,404,34.4300000,-119.7700000
500001,9.6885000,20,3104,415,1061,380,34.4000000,-119.7900000
280200,5.0294000,27,2674,419,1176,416,34.4400000,-119.8000000
271500,4.6957000,27,3143,537,1760,570,34.4300000,-119.8000000
276400,5.6604000,22,2845,500,1456,454,34.4300000,-119.8000000
271800,4.1797000,25,1479,314,977,309,34.4400000,-119.7900000
353400,4.8350000,28,2864,495,1364,482,34.4400000,-119.7800000
276200,5.1615000,26,3611,563,2089,540,34.4300000,-119.7900000
182500,2.7333000,38,1141,333,1028,291,37.3600000,-121.9000000
186100,2.8971000,37,1525,363,1075,374,37.3600000,-121.8900000
210700,3.7396000,30,2453,573,1845,530,37.3600000,-121.8800000
181900,3.2083000,44,1668,380,1143,365,37.3500000,-121.8900000
237500,2.9545000,47,1007,245,581,240,37.3600000,-121.9000000
227100,2.7411000,52,1034,239,531,223,37.3500000,-121.9000000
185300,3.2500000,42,2082,626,1396,610,37.3500000,-121.9000000
245800,3.5966000,50,1345,287,791,254,37.3400000,-121.9000000
212500,2.6190000,52,241,69,385,64,37.3400000,-121.9000000
204200,3.0139000,35,357,120,377,99,37.3400000,-121.9200000
239200,3.6389000,42,2101,524,1212,526,37.3400000,-121.9200000
391300,4.4000000,52,2584,491,1087,433,37.3400000,-121.9200000
295800,5.5259000,52,2009,338,841,338,37.3300000,-121.9200000
301100,4.7768000,52,2962,557,1215,506,37.3300000,-121.9200000
292200,3.5750000,44,1449,291,676,282,37.3300000,-121.9300000
421000,5.4273000,44,2142,358,846,375,37.3300000,-121.9300000
330500,4.3000000,34,1809,317,863,302,37.3300000,-121.9400000
240900,2.8042000,35,2189,607,1193,562,37.3400000,-121.9100000
187500,2.9853000,28,454,147,366,140,37.3300000,-121.9100000
330600,4.8854000,52,2562,410,973,398,37.3300000,-121.9100000
299500,5.2831000,52,2125,382,930,387,37.3300000,-121.9200000
200000,4.0500000,34,197,44,152,47,37.3300000,-121.9000000
209500,2.8940000,52,2212,563,1195,532,37.3300000,-121.9100000
200000,0.7068000,49,658,318,467,316,37.3300000,-121.8900000
166700,4.2260000,11,1283,390,718,345,37.3300000,-121.9000000
162500,2.5000000,52,1009,231,929,210,37.3300000,-121.9000000
212500,1.2887000,40,1547,625,1493,543,37.3400000,-121.8800000
225000,2.8798000,6,1495,552,1087,557,37.3300000,-121.8900000
187500,2.0972000,36,1904,689,3561,632,37.3300000,-121.8800000
177500,2.5673000,48,1562,439,1469,424,37.3500000,-121.8900000
190600,2.1714000,46,1197,416,898,370,37.3400000,-121.8900000
350000,0.8894000,20,1106,494,851,448,37.3400000,-121.8900000
204200,1.6708000,43,1423,467,1013,428,37.3400000,-121.8900000
188900,2.1442000,52,1390,365,921,352,37.3400000,-121.8800000
199000,4.2149000,42,2087,402,1342,423,37.3600000,-121.8800000
193000,3.5781000,49,1728,350,1146,391,37.3500000,-121.8800000
183100,3.2599000,47,2879,631,2229,606,37.3500000,-121.8900000
170800,2.9250000,43,1185,296,933,244,37.3500000,-121.8900000
193800,2.0549000,44,2019,615,1243,518,37.3500000,-121.8900000
193500,4.2381000,43,1086,219,715,226,37.3500000,-121.8800000
174500,3.2793000,37,1566,375,1223,346,37.3500000,-121.8700000
194400,2.4196000,44,1267,353,1018,327,37.3400000,-121.8800000
183500,2.8167000,52,1704,418,1336,411,37.3500000,-121.8800000
325900,2.6667000,52,1170,215,604,207,37.3400000,-121.8700000
309000,6.6345000,52,1087,166,650,194,37.3400000,-121.8700000
289100,2.4306000,39,2479,541,1990,506,37.3400000,-121.8700000
302900,2.6312000,52,867,232,1264,227,37.3400000,-121.8800000
153700,2.9222000,27,3500,1036,3019,955,37.3500000,-121.8700000
174100,2.4968000,46,1448,330,1094,331,37.3500000,-121.8600000
